date,price
2024-11-10,3130.035524073996
2024-11-11,3191.9044555518153
2024-11-12,3372.7914863430115
2024-11-13,3260.934386131155
2024-11-14,3191.8991843987947
2024-11-15,3059.812296932496
2024-11-16,3093.913043390382
2024-11-17,3133.8802234191417
2024-11-18,3075.534532601624
2024-11-19,3209.4239073326826
2024-11-20,3112.9098010150224
2024-11-21,3075.193856649331
2024-11-22,3365.9369715466096
2024-11-23,3327.7571951719624
2024-11-24,3394.036961782547
2024-11-25,3368.7027619429946
2024-11-26,3417.291223691937
2024-11-27,3325.636532587645
2024-11-28,3666.1884904377557
2024-11-29,3579.2407862474997
2024-11-30,3598.1933212253616
2024-12-01,3709.9094391073327
2024-12-02,3708.8072387383017
2024-12-03,3643.855375704235
2024-12-04,3625.7104579497204
2024-12-05,3839.443460715871
2024-12-06,3796.8688671601276
2024-12-07,4013.726145388712
2024-12-08,4000.992076502189
2024-12-09,4015.7820212328807
2024-12-10,3713.3138979971745
2024-12-11,3626.5886417774996
2024-12-12,3828.1075883404096
2024-12-13,3878.850012073054
2024-12-14,3907.4296595053356
2024-12-15,3866.9958020348054
2024-12-16,3961.3154661802305
2024-12-17,3992.857195846062
2024-12-18,3879.4062240100893
2024-12-19,3628.2624780444953
2024-12-20,3434.6754695380805
2024-12-21,3468.658920056454
2024-12-22,3337.5972231166807
2024-12-23,3275.8894274015142
2024-12-24,3414.6414419807993
2024-12-25,3497.555287927574
2024-12-26,3494.5109273631047
2024-12-27,3327.7897761683494
2024-12-28,3328.6111553091764
2024-12-29,3397.8341205085153
2024-12-30,3357.330742971463
2024-12-31,3359.513941757392
2025-01-01,3336.6175137659498
2025-01-02,3348.967247123586
2025-01-03,3448.140436960939
2025-01-04,3604.2913795931763
2025-01-05,3660.37804173532
2025-01-06,3635.8549961807084
2025-01-07,3687.1447140588307
2025-01-08,3380.0211263090155
2025-01-09,3325.1300293537356
2025-01-10,3219.09284475812
2025-01-11,3269.1759954060667
2025-01-12,3283.591322828503
2025-01-13,3264.070968533687
2025-01-14,3134.5520394596483
2025-01-15,3224.8006483414138
2025-01-16,3447.0340476747956
2025-01-17,3309.4466139900196
2025-01-18,3477.284285084809
2025-01-19,3309.0995676199964
2025-01-20,3208.1365439891497
2025-01-21,3263.069869880814
2025-01-22,3326.0285404709143
2025-01-23,3237.2996671291435
2025-01-24,3332.580893146162
2025-01-25,3311.8499838687
2025-01-26,3320.1314101789453
2025-01-27,3232.2767744705584
2025-01-28,3173.5346079397173
2025-01-29,3076.4937692857234
2025-01-30,3114.4358854363104
2025-01-31,3248.249484352305
2025-02-01,3296.390634843652
2025-02-02,3125.0386801320924
2025-02-03,2862.6976188716285
2025-02-04,2877.8138239498767
2025-02-05,2740.3809762760143
2025-02-06,2790.5521609256075
2025-02-07,2686.662316793651
2025-02-08,2623.4507017824767
2025-02-09,2635.6011418023404
2025-02-10,2632.5358220552475
2025-02-11,2660.2967996436387
2025-02-12,2603.0333698049267
2025-02-13,2736.2703136032396
2025-02-14,2675.7090007037627
2025-02-15,2724.6698335873957
2025-02-16,2692.8213863864253
2025-02-17,2659.9017474093457
2025-02-18,2741.9050800956124
2025-02-19,2669.4945006896073
2025-02-20,2714.8018364720533
2025-02-21,2741.5933625994785
2025-02-22,2658.3470942919384
2025-02-23,2764.355233404291
2025-02-24,2827.1844084879804
2025-02-25,2503.103420098605
2025-02-26,2495.315451693047
2025-02-27,2325.853934699374
2025-02-28,2305.3229378029837
2025-03-01,2235.204208608959
2025-03-02,2212.8243514969954
2025-03-03,2517.3382391622977
2025-03-04,2148.199533470228
2025-03-05,2171.496943535016
2025-03-06,2241.3841149187283
2025-03-07,2202.3207363495417
2025-03-08,2140.7498089428914
2025-03-09,2199.9995000805707
2025-03-10,2017.265460184326
2025-03-11,1879.1231054991026
2025-03-12,1921.3099227587034
2025-03-13,1910.6551381032464
2025-03-14,1862.7949366490388
2025-03-15,1910.6662703455045
2025-03-16,1939.7856881721348
2025-03-17,1887.7643429692785
2025-03-18,1929.1833577618722
2025-03-19,1932.7964059050657
2025-03-20,2060.728601068271
2025-03-21,1980.831780524645
2025-03-22,1964.5293833168294
2025-03-23,1979.5449257665966
2025-03-24,2001.0470230951883
2025-03-25,2077.739325831977
2025-03-26,2068.598435049149
2025-03-27,2009.8835432902426
2025-03-28,2003.3034241292064
2025-03-29,1896.9173600459985
2025-03-30,1829.2745211803463
2025-03-31,1805.3378779435934
2025-04-01,1824.2071367609847
2025-04-02,1907.1671522994227
2025-04-03,1795.761850567479
2025-04-04,1818.2844199542053
2025-04-05,1814.4807753449506
2025-04-06,1809.935827172196
2025-04-07,1574.6321611455576
2025-04-08,1555.909812570873
2025-04-09,1471.3608854365523
2025-04-10,1662.5331604641576
2025-04-11,1523.928624242526
2025-04-12,1568.131690125936
2025-04-13,1645.8625733156498
2025-04-14,1595.4227460001084
2025-04-15,1621.543195596693
2025-04-16,1587.8222244021401
2025-04-17,1577.7073516760117
2025-04-18,1583.4764497002345
2025-04-19,1589.1516208270755
2025-04-20,1615.0502549158562
2025-04-21,1585.4600253443446
2025-04-22,1577.4465595922347
2025-04-23,1759.7064599311093
2025-04-24,1793.969849485534
2025-04-25,1769.3925107354407
2025-04-26,1788.7981804331257
2025-04-27,1821.2695303291391
2025-04-28,1793.6918440730135
2025-04-29,1799.50191449199
2025-04-30,1796.9720456768928
2025-05-01,1794.0495408617828
2025-05-02,1838.8543285925753
2025-05-03,1841.427590836958
2025-05-04,1834.501911876416
2025-05-05,1808.156093844096
2025-05-06,1820.0044598893596
2025-05-07,1816.1686943818438
2025-05-08,1810.3169269284476
2025-05-09,2197.5611893238784
2025-05-10,2341.407963002621
2025-05-11,2583.6829051429513
2025-05-12,2507.4693107597423
2025-05-13,2492.426391077375
2025-05-14,2676.639163127913
2025-05-15,2603.7180887199615
2025-05-16,2542.296692466797
2025-05-16,2606.333617395788
